,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order,Address
638,2012-06-19,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,16,N,Unknown,Other,5457,"Myrtle Beach, Horry County, South Carolina, USA"
639,2012-06-18,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,F,6,N,11h00,Other,5456,"Ocean Isle, Brunswick County, North Carolina, USA"
640,2012-06-15,Provoked,USA,Florida,"Summerland Key, Monroe County",Fishing,M,23,N,14h20,Other,5455,"Summerland Key, Monroe County, Florida, USA"
641,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,F,18,N,Unknown,Other,5454,"Myrtle Beach, Horry County, South Carolina, USA"
642,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,Unknown,N,Unknown,Other,5453,"Myrtle Beach, Horry County, South Carolina, USA"
643,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,Unknown,N,Unknown,Other,5452,"Myrtle Beach, Horry County, South Carolina, USA"
644,2012-06-14,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,16,N,13h20,Other,5451,"Myrtle Beach, Horry County, South Carolina, USA"
645,2012-06-12,Unprovoked,AUSTRALIA,Victoria,Port Campbell,Surfing,M,42,N,Unknown,Other,5450,"Port Campbell, Victoria, AUSTRALIA"
647,2012-06-03,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Surf skiing,M,30,N,14h30,Great White,5448,"Redhead Beach, Newcastle, New South Wales, AUSTRALIA"
648,2012-06-02,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,12,N,Unknown,Other,5447,"Bethune Beach, Volusia County, Florida, USA"
649,2012-06-02,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,M,25,N,19h45,Other,5446,"Myrtle Beach, Horry County, South Carolina, USA"
650,2012-05-31,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,F,33,N,13h30,Other,5445,"Avon, Hatteras Island, Outer Banks, Dare County, North Carolina, USA"
651,2012-05-29,Unprovoked,MEXICO,Guerrero," Boca de la Leña, La Unión",Free diving / spearfishing,M,46,N,09h00,Bull,5444," Boca de la Leña, La Unión, Guerrero, MEXICO"
652,2012-05-23,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,22,N,15h00,Other,5443,"Jacksonville, Duval County, Florida, USA"
653,2012-05-20,Unprovoked,USA,Hawaii,"Iroquiois Point, Oahu",Kayak Fishing,M,Unknown,N,Unknown,Other,5442,"Iroquiois Point, Oahu, Hawaii, USA"
654,2012-05-16,Unprovoked,FIJI,Other,Matacucu Reef,Spearfishing,M,20,N,Unknown,Other,5441,Unknown
655,2012-05-12,Unprovoked,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Kayaking / Fishing,M,30,N,14h30,Great White,5440,"Leffingwell Landing, Cambria,  San Luis Obispo County, California, USA"
656,2012-05-09,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,47,N,11h30,Other,5439,"Vero Beach, Indian River County, Florida, USA"
657,2012-05-06,Unprovoked,USA,California,Off Catalina Island,Paddle boarding,F,15,N,07h20,Great White,5438,"Off Catalina Island, California, USA"
658,2012-04-19,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,28,N,19h28,Other,5437,"Indialantic, Brevard County, Florida, USA"
659,2012-04-19,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,Body boarding,M,20,Y,12h30,Great White,5436,"Caves near Kogel Bay, Western Cape Province, SOUTH AFRICA"
660,2012-04-11,Unprovoked,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",Kayaking,M,27,N,Unknown,Great White,5435,"Dolphin Bay, Innes National Park, South Australia, AUSTRALIA"
661,2012-04-03,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,28,N,12h38,Other,5434,"Leftovers near Chun's Reef, Oahu, Hawaii, USA"
663,2020-04-13,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Unknown,M,Unknown,N,Unknown,Other,5433,"Sanibel Island, Lee County, Florida, USA"
664,2012-03-31,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,Scuba diving,M,33,Y,09h30,Great White,5432,"Stratham Beach, Western Australia, AUSTRALIA"
665,2012-03-24,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,14h00,Other,5431,"New Smyrna Beach, Volusia County, Florida, USA"
666,2012-03-22,Boat,AUSTRALIA,Western Australia,Kalbarri,Crayfishing,Unknown,Unknown,N,05h50,Great White,5430,"Kalbarri, Western Australia, AUSTRALIA"
667,2012-03-20,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,M,20,N,17h00,Bull,5429,"Nobby's Beach, Queensland, AUSTRALIA"
668,2012-03-15,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,61,N,15h50,Bull,5428,"Jensen Beach, Martin County , Florida, USA"
669,2012-03-14,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,15,N,16h00,Other,5427,"New Smyrna Beach, Volusia County, Florida, USA"
670,2012-03-14,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,N,16h05,Other,5426,"New Smyrna Beach, Volusia County, Florida, USA"
671,2012-03-06,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake",Surfing,M,Unknown,N,19h00,Other,5425,"Opunake, Taranake, North Island, NEW ZEALAND"
672,2012-03-06,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium","Diving, feeding sharks",F,34,N,11h30,Other,5424,"Shipwreck Cove, Melbourne Aquarium, Victoria, AUSTRALIA"
673,2012-03-05,Unprovoked,REUNION,Saint-Benoit,Port de la Marine,Body boarding,M,31,N,14h30,Other,5423,"Port de la Marine, Saint-Benoit, REUNION"
674,2012-03-04,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Kite Surfing,M,19,N,13h00,Other,5422,"Playalinda Beach, Brevard County, Florida, USA"
675,2012-03-03,Invalid,SAUDI ARABIA,Tabuk Province,Off Duba,Attempting to Kite surf from Egypt to Saudi Arabia,M,42,N,Unknown,Other,5421,"Off Duba, Tabuk Province, SAUDI ARABIA"
676,2012-03-01,Provoked,CHILE,Antofagasta Province,Antofagasta,Fishing (illegally),M,Unknown,N,Unknown,Other,5420,"Antofagasta, Antofagasta Province, CHILE"
677,2012-02-26,Provoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Kite Surfing,M,Unknown,N,14h00,Other,5419,"Palm Beach Inlet, Palm Beach County, Florida, USA"
678,2012-02-25,Unprovoked,AUSTRALIA,New South Wales,Broughton Island,Fishing,M,Unknown,N,16h00,Other,5418,"Broughton Island, New South Wales, AUSTRALIA"
679,2012-02-20,Boat,SOUTH AFRICA,Western Cape Province,Strandfontein,Fishing,Unknown,Unknown,N,Unknown,Great White,5417,"Strandfontein, Western Cape Province, SOUTH AFRICA"
680,2012-02-06,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,M,29,N,12h00,Other,5416,"Wurtulla, Queensland, AUSTRALIA"
681,2012-01-27,Unprovoked,USA,Hawaii,Lanai,Snorkeling,Unknown,Unknown,N,11h05,Other,5415,"Lanai, Hawaii, USA"
682,2012-01-19,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,M,26,N,Unknown,Other,5414,"Coral Bay, Western Australia, AUSTRALIA"
683,2012-01-22,Unprovoked,BAHAMAS,Other,Cat Island,"Diving, photographing sharks",M,Unknown,N,Unknown,Other,5413,Unknown
684,2012-01-18,Provoked,TAIWAN,Taitung,Taimali,Fishing,M,24,N,Unknown,Other,5412,"Taimali, Taitung, TAIWAN"
685,2012-01-18,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,M,44,N,16h45,Great White,5411,"Redhead Beach, New South Wales, AUSTRALIA"
686,2012-01-15,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,M,25,Y,15h40,Bull,5410,"Second Beach, Port St. Johns, Eastern Cape Province, SOUTH AFRICA"
687,2012-01-13,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,M,53,N,Unknown,Great White,5409,"Lincoln City, Lincoln County, Oregon, USA"
688,2012-01-03,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,M,28,N,20h00,Other,5408,"North Avoca Beach, New South Wales, AUSTRALIA"
689,2012-01-02,Unprovoked,AUSTRALIA,Queensland,Duranbah,Spearfishing,M,34,N,09h00,Other,5407,"Duranbah, Queensland, AUSTRALIA"
690,2011-12-31,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Unknown,M,Unknown,N,18h00,Other,5406,"Jupiter, Palm Beach County, Florida, USA"
691,2011-12-26,Invalid,ANTIGUA,St John's,Fort James Beach,Swimming,M,Unknown,N,Unknown,Other,5405,"Fort James Beach, St John's, ANTIGUA"
692,2011-12-25,Unprovoked,ECUADOR,Santa Elena,Barandúa Beach,Surfing,M,23,N,18h00,Other,5404,"Barandúa Beach, Santa Elena, ECUADOR"
693,2011-12-23,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,27,N,12h30,Other,5403,"New Smyrna Beach, Florida, USA"
694,2011-12-21,Provoked,USA,Hawaii,"Makahuena Point, Kauai",Canoeing,M,Unknown,N,Unknown,Other,5402,"Makahuena Point, Kauai, Hawaii, USA"
695,2011-12-21,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,M,35,N,Unknown,Other,5401,"Noordhoek, Port Elizabeth, Eastern Cape Province, SOUTH AFRICA"
696,2011-12-11,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,M,51,N,05h45,Great White,5400,"Angourie, New South Wales, AUSTRALIA"
697,2011-12-07,Invalid,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surf skiing,M,Unknown,N,Unknown,Other,5399,"Between Sodwana & Cape Vidal, KwaZulu-Natal, SOUTH AFRICA"
698,2011-12-07,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,14,N,Unknown,Other,5398,"Maroubra, New South Wales, AUSTRALIA"
699,2011-12-06,Unprovoked,USA,Oregon,Seaside Cove,Surfing,F,Unknown,N,09h00,Other,5397,"Seaside Cove, Oregon, USA"
700,2011-12-05,Invalid,AUSTRALIA,Queensland,Bushy Ilet,Spearfishing,Unknown,Unknown,Y,Unknown,Other,5396,"Bushy Ilet, Queensland, AUSTRALIA"
701,2011-12-02,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,63,N,06h00,Other,5395,"Broken Head, New South Wales, AUSTRALIA"
702,2011-11-29,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,M,18,N,13h30,Other,5394,"Tabanan, Bali, INDONESIA"
703,2011-11-28,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,M,10,N,Unknown,Other,5393,"Peregian, Queensland, AUSTRALIA"
704,2011-11-22,Unprovoked,USA,California,Pigeon Point,Kayaking,M,Unknown,N,Unknown,Great White,5392,"Pigeon Point, California, USA"
705,2011-11-20,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island,Scuba diving,M,Unknown,N,Unknown,Other,5391,"Pigeon Island, East New Britain, PAPUA NEW GUINEA"
706,2011-11-12,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35,N,Unknown,Other,5390,"Punta Del Chifre Beach, Olinda, Pernambuco, BRAZIL"
707,2011-11-11,Unprovoked,REUNION,Bois-Blanc,Sainte-Rose,Free diving / spearfishing,M,42,N,Unknown,Other,5389,"Sainte-Rose, Bois-Blanc, REUNION"
708,2011-10-29,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,27,N,Unknown,Great White,5388,"Marina State Beach, Monterey County, California, USA"
709,2011-10-28,Unprovoked,SCOTLAND,Moray,Spey Bay,Surfing,M,26,N,Unknown,Other,5387,"Spey Bay, Moray, SCOTLAND"
710,2011-10-29,Provoked,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,Unknown,Unknown,N,Unknown,Other,5386,"uShaka Aquarium, Durban, KwaZulu-Natal, SOUTH AFRICA"
711,2011-10-22,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Diving,M,32,Y,13h25,Great White,5385,"Rottnest Island, Western Australia, AUSTRALIA"
712,2011-10-20,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,M,41,N,Unknown,Great White,5384,"Newport, Lincoln County, Oregon, USA"
713,2011-10-19,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,Diving,M,50,N,16h00,Other,5383,"Elwood Beach, Victoria, AUSTRALIA"
714,2011-10-11,Unprovoked,USA,Florida,Cape Canaveral,Surfing,M,Unknown,N,Unknown,Other,5382,"Cape Canaveral, Florida, USA"
715,2011-10-10,Unprovoked,USA,Oregon,Seaside,Surfing,M,Unknown,N,Unknown,Other,5381,"Seaside, Oregon, USA"
716,2011-10-09,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,M,64,Y,08h10,Other,5380,"Cottesloe Beach, Western Australia, AUSTRALIA"
717,2011-10-05,Boat,REUNION,Other,Cap La Houssaye,Canoeing,M,51,N,10h30,Other,5379,Unknown
718,2011-10-02,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Wade fishing,M,Unknown,N,Unknown,Other,5378,"Santa Maria Island, Manatee County, Florida, USA"
719,2011-10-01,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Unknown,M,29,N,Unknown,Other,5377,"Gulf Shores, Baldwin County, Alabama, USA"
720,2011-09-30,Invalid,USA,Puerto Rico,Hatillo Beach,Surfing,M,27,N,09h50,Other,5376,"Hatillo Beach, Puerto Rico, USA"
721,2011-09-28,Provoked,DOMINICAN REPUBLIC,Samaná Province,Playa Jackson,Fishing,M,48,N,Unknown,Other,5375,"Playa Jackson, Samaná Province, DOMINICAN REPUBLIC"
722,2011-09-28,Unprovoked,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,M,43,N,12h25,Great White,5374,"Clovely Beach, Western Cape Province, SOUTH AFRICA"
723,2011-09-24,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,21,N,15h00,Bull,5373,"Santa Maria Island, Manatee County, Florida, USA"
724,2011-09-24,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,5,N,10h00,Other,5372,"North Myrtle Beach, Horry County, South Carolina, USA"
725,2011-09-20,Boat,USA,Hawaii,Kauai,Canoeing,M,Unknown,N,15h00,Other,5371,"Kauai, Hawaii, USA"
726,2011-09-19,Unprovoked,REUNION,Saint-Gilles,Boucan-Canot,Body boarding,M,38,Y,15h30,Other,5370,"Boucan-Canot, Saint-Gilles, REUNION"
727,2011-09-17,Unprovoked,KENYA,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,17,Y,Unknown,Other,5369,"Mama Ngina Beach, Mombasa , Coast Province, KENYA"
728,2011-09-16,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,25,N,11h00,Other,5368,"New Smyrna Beach, Florida, USA"
729,2011-09-11,Unprovoked,USA,California,"Samoa Beach, Humboldt County",Surfing,M,37,N,12h20,Other,5367,"Samoa Beach, Humboldt County, California, USA"
730,2011-09-11,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,M,30,N,Unknown,Other,5366,"Hula, near Port Moresby, Central Province, PAPUA NEW GUINEA"
731,2011-09-04,Unprovoked,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,Unknown,Unknown,N,13h00,Other,5365,"Nimitz State Beach, Oahu, Hawaii, USA"
732,2011-09-04,Unprovoked,AUSTRALIA,Western Australia,Bunker Bay,Body boarding,M,21,Y,13h26,Great White,5364,"Bunker Bay, Western Australia, AUSTRALIA"
733,2011-09-02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,N,11h00,Other,5363,"New Smyrna Beach, Volusia County, Florida, USA"
734,2011-08-31,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,M,19,N,11h00,Other,5362,"Crescent Beach St. Johns County, Florida, USA"
735,2011-08-28,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,M,48,Y,19h30,Other,5361,"Fantome Island, Queensland, AUSTRALIA"
736,2011-08-28,Unprovoked,USA,Texas,"Grass Island, Aransas County",Wade Fishing,F,39,N,19h00,Other,5360,"Grass Island, Aransas County, Texas, USA"
737,2011-08-26,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",M,Unknown,N,Unknown,Other,5359,"Slavyanka, Primorsky Krai, RUSSIA"
738,2011-08-24,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,M,21,N,Unknown,Other,5358,"Buxton Beach, Dare County, North Carolina, USA"
739,2011-08-24,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Unknown,M,10,N,15h30,Other,5357,"Holden Beach. Brunswick County, North Carolina, USA"
740,2011-08-23,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,49,Y,09h11,Great White,5356,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay, Western Cape Province, SOUTH AFRICA"
741,2011-08-18,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,16,N,Unknown,Other,5355,"Zheltukhin Island, Peter the Great Bay, Khasan, Primorsky Krai (Far East), RUSSIA"
742,2011-08-17,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,F,20,N,17h00,Other,5354,"Kure Beach, New Hanover County, North Carolina, USA"
743,2011-08-17,Invalid,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unknown,M,12,N,16h00,Other,5353,"Wrightsville Beach, New Hanover County, North Carolina, USA"
744,2011-08-17,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,25,N,Unknown,Other,5352,"Vityaz, Telyakovsky Bay, Khasan,  Primorsky Krai (Far East), RUSSIA"
745,2011-08-16,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,M,32,N,15h30,Other,5351,"Teahupoo, Tahiti, Society Islands, FRENCH POLYNESIA"
746,2011-08-16,Unprovoked,USA,Puerto Rico,Vieques,Floating,M,27,N,Unknown,Other,5350,"Vieques, Puerto Rico, USA"
747,2011-08-16,Unprovoked,SEYCHELLES,Praslin,Anse Lazio,Swimming or Snorkeling,M,30,Y,16h30,Bull,5349,"Anse Lazio, Praslin, SEYCHELLES"
748,2011-08-15,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,M,7,N,Unknown,Other,5348,"Myrtle Beach, Horry County, South Carolina, USA"
749,2011-08-11,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,M,54,N,14h00,Other,5347,"Beaufort Inlet, North Carolina, USA"
750,2011-08-01,Unprovoked,SEYCHELLES,Praslin,Anse Lazio,Diving,M,36,Y,15h30,Other,5346,"Anse Lazio, Praslin, SEYCHELLES"
751,2011-07-31,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,M,14,Y,Unknown,Other,5345,"Praia do Pina, Pernambuco, BRAZIL"
752,2011-07-30,Sea Disaster,PHILIPPINES,Other,Other,Sea disaster,M,43,N,Unknown,Other,5344,Unknown
753,2011-07-25,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,Unknown,N,Unknown,Other,5343,"Egg Harbor, Atlantic County, New Jersey, USA"
754,2011-07-22,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,29,N,10h00,Great White,5342,"Cintza Beach, East London, Eastern Cape Province, SOUTH AFRICA"
755,2011-07-19,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,6,N,17h30,Other,5341,"Ocracoke Island, Hyde County, North Carolina, USA"
756,2011-07-15,Unprovoked,REUNION,Saint-Gilles,Brisants.,Kayaking or Wave skiing,M,Unknown,N,17h00,Other,5340,"Brisants., Saint-Gilles, REUNION"
757,2011-07-13,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Surf fishing,M,Unknown,N,20h30,Other,5339,"South Padre Island, Cameron County, Texas, USA"
758,2011-07-13,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,M,54,N,12h30,Other,5338,"Off Lucaya, Grand Bahama Island, BAHAMAS"
759,2011-07-07,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,12,N,17h00,Other,5337,"Sunday Beach, Matagorda Island, Calhoun  County, Texas, USA"
760,2011-07-07,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,M,14,N,Unknown,Other,5336,"Mustang Island, Nueces County, Texas, USA"
761,2011-07-06,Unprovoked,REUNION,Saint-Gilles,Roches Noires,Surfing,M,16,N,14h50,Other,5335,"Roches Noires, Saint-Gilles, REUNION"
762,2011-07-05,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,M,17,N,10h30,Other,5334,"Libertad, San Onofre, Sucre, COLUMBIA"
763,2011-06-30,Unprovoked,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,M,28,N,13h30,Other,5333,"Mudjin Harbor, Middle Caicos, TURKS & CAICOS"
764,2011-06-29,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,Surfing,M,21,N,10h00,Other,5332,"Praia do Pina, Pernambuco, BRAZIL"
765,2011-06-28,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22,N,12h00,Bull,5331,"Aliwal Shoal, KwaZulu-Natal, SOUTH AFRICA"
766,2008-06-26,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10,N,Unknown,Bull,5330,"North Topsail Beach, Onslow County, North Carolina, USA"
767,2011-06-24,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,Unknown,N,13h30,Great White,5329,"San Onofre State Beach, San Diego County, California, USA"
768,2011-06-21,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,M,20,N,Unknown,Other,5328,"Perdido Key, Escambia County, Florida, USA"
769,2011-06-19,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,M,35,N,Unknown,Other,5327,"French Cay, Caicos Bank, TURKS & CAICOS"
770,2011-06-19,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,15,Y,12h15,Other,5326,"Playa Grande, Guanacaste, COSTA RICA"
771,2011-06-15,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,M,31,Y,17h30,Other,5325,"Boucan-Canot, Saint-Gilles-les-Bains, REUNION"
772,2011-06-14,Boat,UNITED KINGDOM,Cornwall,St. Ives,Fishing,Unknown,Unknown,N,Unknown,Great White,5324,"St. Ives, Cornwall, UNITED KINGDOM"
773,2011-06-12,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,28,N,14h30,Other,5323,"Off Jupiter Inlet, Palm Beach County, Florida, USA"
774,2011-06-06,Unprovoked,COLUMBIA,San Andrés archipelago,Albuquerque Cay,Spearfishing,M,24,N,Unknown,Other,5322,"Albuquerque Cay, San Andrés archipelago, COLUMBIA"
775,2011-06-06,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28,N,Unknown,Other,5321,"La Jolla, San Diego County, California, USA"
776,2011-06-06,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,19,N,12h00,Other,5320,"New Smyrna Beach, Volusia County, Florida, USA"
777,2011-06-01,Unprovoked,MALAYSIA,Kedah,Palau Payar,Snorkeling,F,Unknown,N,Unknown,Other,5319,"Palau Payar, Kedah, MALAYSIA"
778,2011-05-30,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,22,N,15h00,Other,5318,"Follett's Island, Brazoria County, Texas, USA"
779,2011-05-29,Unprovoked,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,M,33,N,Unknown,Great White,5317,"Robberg Beach, Western Cape Province, SOUTH AFRICA"
780,2011-05-25,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,Unknown,N,13h15,Other,5316,"Lyman Beach, Kailua-Kona, Hawaii, USA"
781,2011-05-22,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,F,Unknown,N,12h00,Other,5315,"Lyman Beach, Kailua-Kona, Hawaii, USA"
782,2011-05-21,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,M,28,Y,Unknown,Other,5314,"Levan Point, KwaZulu-Natal, SOUTH AFRICA"
783,2011-05-13,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86,N,15h30,Other,5313,"Ponte Vedra Beach, St Johns County, Florida, USA"
784,2011-05-21,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,M,15,Y,11h00,Other,5312,"Kendec, North Province, NEW CALEDONIA"
785,2011-05-13,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,37,N,06h30,Other,5311,"Ormond Beach, Volusia County, Florida, USA"
786,2011-05-10,Provoked,USA,Florida,Miami,Fishing,M,Unknown,N,Unknown,Other,5310,"Miami, Florida, USA"
787,2011-05-07,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan,Fishing,M,43,N,Unknown,Other,5309,"Khor Fakkan, Umm al Qaywayan Province, UNITED ARAB EMIRATES (UAE)"
788,2011-05-04,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,M,37,N,Unknown,Other,5308,"Palm Beach, KwaZulu-Natal, SOUTH AFRICA"
789,2011-04-26,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,32,N,Unknown,Bull,5307,"Riviera Beach, Palm Beach County, Florida, USA"
790,2011-04-23,Unprovoked,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,M,17,N,15h00,Other,5306,"Red Bluffs, Western Australia, AUSTRALIA"
791,2011-04-22,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,N,15h30,Other,5305,"New Smyrna Beach, Volusia County, Florida, USA"
792,2011-04-16,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,M,41,N,Unknown,Other,5304,"Snapper Point, South Island, NEW ZEALAND"
793,2011-04-13,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,Unknown,N,Unknown,Bull,5303,"Balian, Bali, INDONESIA"
794,2011-04-08,Unprovoked,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,M,27,N,Unknown,Other,5302,"Malake Island, Ra Province, Vitu Levu, FIJI"
795,2011-03-29,Provoked,USA,Texas,Matagorda Beach,"Standing, holding shark pup",M,Unknown,N,Unknown,Other,5301,"Matagorda Beach, Texas, USA"
